"","Position","Gene"
"8667",8667,"MT-ATP6"
"8668",8668,"MT-ATP6"
"8669",8669,"MT-ATP6"
"8670",8670,"MT-ATP6"
"8671",8671,"MT-ATP6"
"8672",8672,"MT-ATP6"
"8673",8673,"MT-ATP6"
"8674",8674,"MT-ATP6"
"8675",8675,"MT-ATP6"
"8676",8676,"MT-ATP6"
"8677",8677,"MT-ATP6"
"8678",8678,"MT-ATP6"
"8679",8679,"MT-ATP6"
"8680",8680,"MT-ATP6"
"8681",8681,"MT-ATP6"
"8682",8682,"MT-ATP6"
"8683",8683,"MT-ATP6"
"8684",8684,"MT-ATP6"
"8685",8685,"MT-ATP6"
"8686",8686,"MT-ATP6"
"8687",8687,"MT-ATP6"
"8688",8688,"MT-ATP6"
"8689",8689,"MT-ATP6"
"8690",8690,"MT-ATP6"
"8691",8691,"MT-ATP6"
"8692",8692,"MT-ATP6"
"8693",8693,"MT-ATP6"
"8694",8694,"MT-ATP6"
"8695",8695,"MT-ATP6"
"8696",8696,"MT-ATP6"
"8697",8697,"MT-ATP6"
"8698",8698,"MT-ATP6"
"8699",8699,"MT-ATP6"
"8700",8700,"MT-ATP6"
"8701",8701,"MT-ATP6"
"8702",8702,"MT-ATP6"
"8703",8703,"MT-ATP6"
"8704",8704,"MT-ATP6"
"8705",8705,"MT-ATP6"
"8706",8706,"MT-ATP6"
"8707",8707,"MT-ATP6"
"8708",8708,"MT-ATP6"
"8709",8709,"MT-ATP6"
"8710",8710,"MT-ATP6"
"8711",8711,"MT-ATP6"
"8712",8712,"MT-ATP6"
"8713",8713,"MT-ATP6"
"8714",8714,"MT-ATP6"
"8715",8715,"MT-ATP6"
"8716",8716,"MT-ATP6"
"8717",8717,"MT-ATP6"
"8718",8718,"MT-ATP6"
"8719",8719,"MT-ATP6"
"8720",8720,"MT-ATP6"
"8721",8721,"MT-ATP6"
"8722",8722,"MT-ATP6"
"8723",8723,"MT-ATP6"
"8724",8724,"MT-ATP6"
"8725",8725,"MT-ATP6"
"8726",8726,"MT-ATP6"
"8727",8727,"MT-ATP6"
"8728",8728,"MT-ATP6"
"8729",8729,"MT-ATP6"
"8730",8730,"MT-ATP6"
"8731",8731,"MT-ATP6"
"8732",8732,"MT-ATP6"
"8733",8733,"MT-ATP6"
"8734",8734,"MT-ATP6"
"8735",8735,"MT-ATP6"
"8736",8736,"MT-ATP6"
"8737",8737,"MT-ATP6"
"8738",8738,"MT-ATP6"
"8739",8739,"MT-ATP6"
"8740",8740,"MT-ATP6"
"8741",8741,"MT-ATP6"
"8742",8742,"MT-ATP6"
"8743",8743,"MT-ATP6"
"8744",8744,"MT-ATP6"
"8745",8745,"MT-ATP6"
"8746",8746,"MT-ATP6"
"8747",8747,"MT-ATP6"
"8748",8748,"MT-ATP6"
"8749",8749,"MT-ATP6"
"8750",8750,"MT-ATP6"
"8751",8751,"MT-ATP6"
"8752",8752,"MT-ATP6"
"8753",8753,"MT-ATP6"
"8754",8754,"MT-ATP6"
"8755",8755,"MT-ATP6"
"8756",8756,"MT-ATP6"
"8757",8757,"MT-ATP6"
"8758",8758,"MT-ATP6"
"8759",8759,"MT-ATP6"
"8760",8760,"MT-ATP6"
"8761",8761,"MT-ATP6"
"8762",8762,"MT-ATP6"
"8763",8763,"MT-ATP6"
"8764",8764,"MT-ATP6"
"8765",8765,"MT-ATP6"
"8766",8766,"MT-ATP6"
"8767",8767,"MT-ATP6"
"8768",8768,"MT-ATP6"
"8769",8769,"MT-ATP6"
"8770",8770,"MT-ATP6"
"8771",8771,"MT-ATP6"
"8772",8772,"MT-ATP6"
"8773",8773,"MT-ATP6"
"8774",8774,"MT-ATP6"
"8775",8775,"MT-ATP6"
"8776",8776,"MT-ATP6"
"8777",8777,"MT-ATP6"
"8778",8778,"MT-ATP6"
"8779",8779,"MT-ATP6"
"8780",8780,"MT-ATP6"
"8781",8781,"MT-ATP6"
"8782",8782,"MT-ATP6"
"8783",8783,"MT-ATP6"
"8784",8784,"MT-ATP6"
"8785",8785,"MT-ATP6"
"8786",8786,"MT-ATP6"
"8787",8787,"MT-ATP6"
"8788",8788,"MT-ATP6"
"8789",8789,"MT-ATP6"
"8790",8790,"MT-ATP6"
"8791",8791,"MT-ATP6"
"8792",8792,"MT-ATP6"
"8793",8793,"MT-ATP6"
"8794",8794,"MT-ATP6"
"8795",8795,"MT-ATP6"
"8796",8796,"MT-ATP6"
"8797",8797,"MT-ATP6"
"8798",8798,"MT-ATP6"
"8799",8799,"MT-ATP6"
"8800",8800,"MT-ATP6"
"8801",8801,"MT-ATP6"
"8802",8802,"MT-ATP6"
"8803",8803,"MT-ATP6"
"8804",8804,"MT-ATP6"
"8805",8805,"MT-ATP6"
"8806",8806,"MT-ATP6"
"8807",8807,"MT-ATP6"
"8808",8808,"MT-ATP6"
"8809",8809,"MT-ATP6"
"8810",8810,"MT-ATP6"
"8811",8811,"MT-ATP6"
"8812",8812,"MT-ATP6"
"8813",8813,"MT-ATP6"
"8814",8814,"MT-ATP6"
"8815",8815,"MT-ATP6"
"8816",8816,"MT-ATP6"
"8817",8817,"MT-ATP6"
"8818",8818,"MT-ATP6"
"8819",8819,"MT-ATP6"
"8820",8820,"MT-ATP6"
"8821",8821,"MT-ATP6"
"8822",8822,"MT-ATP6"
"8823",8823,"MT-ATP6"
"8824",8824,"MT-ATP6"
"8825",8825,"MT-ATP6"
"8826",8826,"MT-ATP6"
"8827",8827,"MT-ATP6"
"8828",8828,"MT-ATP6"
"8829",8829,"MT-ATP6"
"8830",8830,"MT-ATP6"
"8831",8831,"MT-ATP6"
"8832",8832,"MT-ATP6"
"8833",8833,"MT-ATP6"
"8834",8834,"MT-ATP6"
"8835",8835,"MT-ATP6"
"8836",8836,"MT-ATP6"
"8837",8837,"MT-ATP6"
"8838",8838,"MT-ATP6"
"8839",8839,"MT-ATP6"
"8840",8840,"MT-ATP6"
"8841",8841,"MT-ATP6"
"8842",8842,"MT-ATP6"
"8843",8843,"MT-ATP6"
"8844",8844,"MT-ATP6"
"8845",8845,"MT-ATP6"
"8846",8846,"MT-ATP6"
"8847",8847,"MT-ATP6"
"8848",8848,"MT-ATP6"
"8849",8849,"MT-ATP6"
"8850",8850,"MT-ATP6"
"8851",8851,"MT-ATP6"
"8852",8852,"MT-ATP6"
"8853",8853,"MT-ATP6"
"8854",8854,"MT-ATP6"
"8855",8855,"MT-ATP6"
"8856",8856,"MT-ATP6"
"8857",8857,"MT-ATP6"
"8858",8858,"MT-ATP6"
"8859",8859,"MT-ATP6"
"8860",8860,"MT-ATP6"
"8861",8861,"MT-ATP6"
"8862",8862,"MT-ATP6"
"8863",8863,"MT-ATP6"
"8864",8864,"MT-ATP6"
"8865",8865,"MT-ATP6"
"8866",8866,"MT-ATP6"
"8867",8867,"MT-ATP6"
"8868",8868,"MT-ATP6"
"8869",8869,"MT-ATP6"
"8870",8870,"MT-ATP6"
"8871",8871,"MT-ATP6"
"8872",8872,"MT-ATP6"
"8873",8873,"MT-ATP6"
"8874",8874,"MT-ATP6"
"8875",8875,"MT-ATP6"
"8876",8876,"MT-ATP6"
"8877",8877,"MT-ATP6"
"8878",8878,"MT-ATP6"
"8879",8879,"MT-ATP6"
"8880",8880,"MT-ATP6"
"8881",8881,"MT-ATP6"
"8882",8882,"MT-ATP6"
"8883",8883,"MT-ATP6"
"8884",8884,"MT-ATP6"
"8885",8885,"MT-ATP6"
"8886",8886,"MT-ATP6"
"8887",8887,"MT-ATP6"
"8888",8888,"MT-ATP6"
"8889",8889,"MT-ATP6"
"8890",8890,"MT-ATP6"
"8891",8891,"MT-ATP6"
"8892",8892,"MT-ATP6"
"8893",8893,"MT-ATP6"
"8894",8894,"MT-ATP6"
"8895",8895,"MT-ATP6"
"8896",8896,"MT-ATP6"
"8897",8897,"MT-ATP6"
"8898",8898,"MT-ATP6"
"8899",8899,"MT-ATP6"
"8900",8900,"MT-ATP6"
"8901",8901,"MT-ATP6"
"8902",8902,"MT-ATP6"
"8903",8903,"MT-ATP6"
"8904",8904,"MT-ATP6"
"8905",8905,"MT-ATP6"
"8906",8906,"MT-ATP6"
"8907",8907,"MT-ATP6"
"8908",8908,"MT-ATP6"
"8909",8909,"MT-ATP6"
"8910",8910,"MT-ATP6"
"8911",8911,"MT-ATP6"
"8912",8912,"MT-ATP6"
"8913",8913,"MT-ATP6"
"8914",8914,"MT-ATP6"
"8915",8915,"MT-ATP6"
"8916",8916,"MT-ATP6"
"8917",8917,"MT-ATP6"
"8918",8918,"MT-ATP6"
"8919",8919,"MT-ATP6"
"8920",8920,"MT-ATP6"
"8921",8921,"MT-ATP6"
"8922",8922,"MT-ATP6"
"8923",8923,"MT-ATP6"
"8924",8924,"MT-ATP6"
"8925",8925,"MT-ATP6"
"8926",8926,"MT-ATP6"
"8927",8927,"MT-ATP6"
"8928",8928,"MT-ATP6"
"8929",8929,"MT-ATP6"
"8930",8930,"MT-ATP6"
"8931",8931,"MT-ATP6"
"8932",8932,"MT-ATP6"
"8933",8933,"MT-ATP6"
"8934",8934,"MT-ATP6"
"8935",8935,"MT-ATP6"
"8936",8936,"MT-ATP6"
"8937",8937,"MT-ATP6"
"8938",8938,"MT-ATP6"
"8939",8939,"MT-ATP6"
"8940",8940,"MT-ATP6"
"8941",8941,"MT-ATP6"
"8942",8942,"MT-ATP6"
"8943",8943,"MT-ATP6"
"8944",8944,"MT-ATP6"
"8945",8945,"MT-ATP6"
"8946",8946,"MT-ATP6"
"8947",8947,"MT-ATP6"
"8948",8948,"MT-ATP6"
"8949",8949,"MT-ATP6"
"8950",8950,"MT-ATP6"
"8951",8951,"MT-ATP6"
"8952",8952,"MT-ATP6"
"8953",8953,"MT-ATP6"
"8954",8954,"MT-ATP6"
"8955",8955,"MT-ATP6"
"8956",8956,"MT-ATP6"
"8957",8957,"MT-ATP6"
"8958",8958,"MT-ATP6"
"8959",8959,"MT-ATP6"
"8960",8960,"MT-ATP6"
"8961",8961,"MT-ATP6"
"8962",8962,"MT-ATP6"
"8963",8963,"MT-ATP6"
"8964",8964,"MT-ATP6"
"8965",8965,"MT-ATP6"
"8966",8966,"MT-ATP6"
"8967",8967,"MT-ATP6"
"8968",8968,"MT-ATP6"
"8969",8969,"MT-ATP6"
"8970",8970,"MT-ATP6"
"8971",8971,"MT-ATP6"
"8972",8972,"MT-ATP6"
"8973",8973,"MT-ATP6"
"8974",8974,"MT-ATP6"
"8975",8975,"MT-ATP6"
"8976",8976,"MT-ATP6"
"8977",8977,"MT-ATP6"
"8978",8978,"MT-ATP6"
"8979",8979,"MT-ATP6"
"8980",8980,"MT-ATP6"
"8981",8981,"MT-ATP6"
"8982",8982,"MT-ATP6"
"8983",8983,"MT-ATP6"
"8984",8984,"MT-ATP6"
"8985",8985,"MT-ATP6"
"8986",8986,"MT-ATP6"
"8987",8987,"MT-ATP6"
"8988",8988,"MT-ATP6"
"8989",8989,"MT-ATP6"
"8990",8990,"MT-ATP6"
"8991",8991,"MT-ATP6"
"8992",8992,"MT-ATP6"
"8993",8993,"MT-ATP6"
"8994",8994,"MT-ATP6"
"8995",8995,"MT-ATP6"
"8996",8996,"MT-ATP6"
"8997",8997,"MT-ATP6"
"8998",8998,"MT-ATP6"
"8999",8999,"MT-ATP6"
"9000",9000,"MT-ATP6"
"9001",9001,"MT-ATP6"
"9002",9002,"MT-ATP6"
"9003",9003,"MT-ATP6"
"9004",9004,"MT-ATP6"
"9005",9005,"MT-ATP6"
"9006",9006,"MT-ATP6"
"9007",9007,"MT-ATP6"
"9008",9008,"MT-ATP6"
"9009",9009,"MT-ATP6"
"9010",9010,"MT-ATP6"
"9011",9011,"MT-ATP6"
"9012",9012,"MT-ATP6"
"9013",9013,"MT-ATP6"
"9014",9014,"MT-ATP6"
"9015",9015,"MT-ATP6"
"9016",9016,"MT-ATP6"
"9017",9017,"MT-ATP6"
"9018",9018,"MT-ATP6"
"9019",9019,"MT-ATP6"
"9020",9020,"MT-ATP6"
"9021",9021,"MT-ATP6"
"9022",9022,"MT-ATP6"
"9023",9023,"MT-ATP6"
"9024",9024,"MT-ATP6"
"9025",9025,"MT-ATP6"
"9026",9026,"MT-ATP6"
"9027",9027,"MT-ATP6"
"9028",9028,"MT-ATP6"
"9029",9029,"MT-ATP6"
"9030",9030,"MT-ATP6"
"9031",9031,"MT-ATP6"
"9032",9032,"MT-ATP6"
"9033",9033,"MT-ATP6"
"9034",9034,"MT-ATP6"
"9035",9035,"MT-ATP6"
"9036",9036,"MT-ATP6"
"9037",9037,"MT-ATP6"
"9038",9038,"MT-ATP6"
"9039",9039,"MT-ATP6"
"9040",9040,"MT-ATP6"
"9041",9041,"MT-ATP6"
"9042",9042,"MT-ATP6"
"9043",9043,"MT-ATP6"
"9044",9044,"MT-ATP6"
"9045",9045,"MT-ATP6"
"9046",9046,"MT-ATP6"
"9047",9047,"MT-ATP6"
"9048",9048,"MT-ATP6"
"9049",9049,"MT-ATP6"
"9050",9050,"MT-ATP6"
"9051",9051,"MT-ATP6"
"9052",9052,"MT-ATP6"
"9053",9053,"MT-ATP6"
"9054",9054,"MT-ATP6"
"9055",9055,"MT-ATP6"
"9056",9056,"MT-ATP6"
"9057",9057,"MT-ATP6"
"9058",9058,"MT-ATP6"
"9059",9059,"MT-ATP6"
"9060",9060,"MT-ATP6"
"9061",9061,"MT-ATP6"
"9062",9062,"MT-ATP6"
"9063",9063,"MT-ATP6"
"9064",9064,"MT-ATP6"
"9065",9065,"MT-ATP6"
"9066",9066,"MT-ATP6"
"9067",9067,"MT-ATP6"
"9068",9068,"MT-ATP6"
"9069",9069,"MT-ATP6"
"9070",9070,"MT-ATP6"
"9071",9071,"MT-ATP6"
"9072",9072,"MT-ATP6"
"9073",9073,"MT-ATP6"
"9074",9074,"MT-ATP6"
"9075",9075,"MT-ATP6"
"9076",9076,"MT-ATP6"
"9077",9077,"MT-ATP6"
"9078",9078,"MT-ATP6"
"9079",9079,"MT-ATP6"
"9080",9080,"MT-ATP6"
"9081",9081,"MT-ATP6"
"9082",9082,"MT-ATP6"
"9083",9083,"MT-ATP6"
"9084",9084,"MT-ATP6"
"9085",9085,"MT-ATP6"
"9086",9086,"MT-ATP6"
"9087",9087,"MT-ATP6"
"9088",9088,"MT-ATP6"
"9089",9089,"MT-ATP6"
"9090",9090,"MT-ATP6"
"9091",9091,"MT-ATP6"
"9092",9092,"MT-ATP6"
"9093",9093,"MT-ATP6"
"9094",9094,"MT-ATP6"
"9095",9095,"MT-ATP6"
"9096",9096,"MT-ATP6"
"9097",9097,"MT-ATP6"
"9098",9098,"MT-ATP6"
"9099",9099,"MT-ATP6"
"9100",9100,"MT-ATP6"
"9101",9101,"MT-ATP6"
"9102",9102,"MT-ATP6"
"9103",9103,"MT-ATP6"
"9104",9104,"MT-ATP6"
"9105",9105,"MT-ATP6"
"9106",9106,"MT-ATP6"
"9107",9107,"MT-ATP6"
"9108",9108,"MT-ATP6"
"9109",9109,"MT-ATP6"
"9110",9110,"MT-ATP6"
"9111",9111,"MT-ATP6"
"9112",9112,"MT-ATP6"
"9113",9113,"MT-ATP6"
"9114",9114,"MT-ATP6"
"9115",9115,"MT-ATP6"
"9116",9116,"MT-ATP6"
"9117",9117,"MT-ATP6"
"9118",9118,"MT-ATP6"
"9119",9119,"MT-ATP6"
"9120",9120,"MT-ATP6"
"9121",9121,"MT-ATP6"
"9122",9122,"MT-ATP6"
"9123",9123,"MT-ATP6"
"9124",9124,"MT-ATP6"
"9125",9125,"MT-ATP6"
"9126",9126,"MT-ATP6"
"9127",9127,"MT-ATP6"
"9128",9128,"MT-ATP6"
"9129",9129,"MT-ATP6"
"9130",9130,"MT-ATP6"
"9131",9131,"MT-ATP6"
"9132",9132,"MT-ATP6"
"9133",9133,"MT-ATP6"
"9134",9134,"MT-ATP6"
"9135",9135,"MT-ATP6"
"9136",9136,"MT-ATP6"
"9137",9137,"MT-ATP6"
"9138",9138,"MT-ATP6"
"9139",9139,"MT-ATP6"
"9140",9140,"MT-ATP6"
"9141",9141,"MT-ATP6"
"9142",9142,"MT-ATP6"
"9143",9143,"MT-ATP6"
"9144",9144,"MT-ATP6"
"9145",9145,"MT-ATP6"
"9146",9146,"MT-ATP6"
"9147",9147,"MT-ATP6"
"9148",9148,"MT-ATP6"
"9149",9149,"MT-ATP6"
"9150",9150,"MT-ATP6"
"9151",9151,"MT-ATP6"
"9152",9152,"MT-ATP6"
"9153",9153,"MT-ATP6"
"9154",9154,"MT-ATP6"
"9155",9155,"MT-ATP6"
"9156",9156,"MT-ATP6"
"9157",9157,"MT-ATP6"
"9158",9158,"MT-ATP6"
"9159",9159,"MT-ATP6"
"9160",9160,"MT-ATP6"
"9161",9161,"MT-ATP6"
"9162",9162,"MT-ATP6"
"9163",9163,"MT-ATP6"
"9164",9164,"MT-ATP6"
"9165",9165,"MT-ATP6"
"9166",9166,"MT-ATP6"
"9167",9167,"MT-ATP6"
"9168",9168,"MT-ATP6"
"9169",9169,"MT-ATP6"
"9170",9170,"MT-ATP6"
"9171",9171,"MT-ATP6"
"9172",9172,"MT-ATP6"
"9173",9173,"MT-ATP6"
"9174",9174,"MT-ATP6"
"9175",9175,"MT-ATP6"
"9176",9176,"MT-ATP6"
"9177",9177,"MT-ATP6"
"9178",9178,"MT-ATP6"
"9179",9179,"MT-ATP6"
"9180",9180,"MT-ATP6"
"9181",9181,"MT-ATP6"
"9182",9182,"MT-ATP6"
"9183",9183,"MT-ATP6"
"9184",9184,"MT-ATP6"
"9185",9185,"MT-ATP6"
"9186",9186,"MT-ATP6"
"9187",9187,"MT-ATP6"
"9188",9188,"MT-ATP6"
"9189",9189,"MT-ATP6"
"9190",9190,"MT-ATP6"
"9191",9191,"MT-ATP6"
"9192",9192,"MT-ATP6"
"9193",9193,"MT-ATP6"
"9194",9194,"MT-ATP6"
"9195",9195,"MT-ATP6"
"9196",9196,"MT-ATP6"
"9197",9197,"MT-ATP6"
"9198",9198,"MT-ATP6"
"9199",9199,"MT-ATP6"
"9200",9200,"MT-ATP6"
"9201",9201,"MT-ATP6"
"9202",9202,"MT-ATP6"
"9203",9203,"MT-ATP6"
"9204",9204,"MT-ATP6"
"9205",9205,"MT-ATP6"
"9206",9206,"MT-ATP6"
"9207",9207,"MT-ATP6"
"9208",9208,"MT-CO3"
"9209",9209,"MT-CO3"
"9210",9210,"MT-CO3"
"9211",9211,"MT-CO3"
"9212",9212,"MT-CO3"
"9213",9213,"MT-CO3"
"9214",9214,"MT-CO3"
"9215",9215,"MT-CO3"
"9216",9216,"MT-CO3"
"9217",9217,"MT-CO3"
"9218",9218,"MT-CO3"
"9219",9219,"MT-CO3"
"9220",9220,"MT-CO3"
"9221",9221,"MT-CO3"
"9222",9222,"MT-CO3"
"9223",9223,"MT-CO3"
"9224",9224,"MT-CO3"
"9225",9225,"MT-CO3"
"9226",9226,"MT-CO3"
"9227",9227,"MT-CO3"
"9228",9228,"MT-CO3"
"9229",9229,"MT-CO3"
"9230",9230,"MT-CO3"
"9231",9231,"MT-CO3"
"9232",9232,"MT-CO3"
"9233",9233,"MT-CO3"
"9234",9234,"MT-CO3"
"9235",9235,"MT-CO3"
"9236",9236,"MT-CO3"
"9237",9237,"MT-CO3"
"9238",9238,"MT-CO3"
"9239",9239,"MT-CO3"
"9240",9240,"MT-CO3"
"9241",9241,"MT-CO3"
"9242",9242,"MT-CO3"
"9243",9243,"MT-CO3"
"9244",9244,"MT-CO3"
"9245",9245,"MT-CO3"
"9246",9246,"MT-CO3"
"9247",9247,"MT-CO3"
"9248",9248,"MT-CO3"
"9249",9249,"MT-CO3"
"9250",9250,"MT-CO3"
"9251",9251,"MT-CO3"
"9252",9252,"MT-CO3"
"9253",9253,"MT-CO3"
"9254",9254,"MT-CO3"
"9255",9255,"MT-CO3"
"9256",9256,"MT-CO3"
"9257",9257,"MT-CO3"
"9258",9258,"MT-CO3"
"9259",9259,"MT-CO3"
"9260",9260,"MT-CO3"
"9261",9261,"MT-CO3"
"9262",9262,"MT-CO3"
"9263",9263,"MT-CO3"
"9264",9264,"MT-CO3"
"9265",9265,"MT-CO3"
"9266",9266,"MT-CO3"
"9267",9267,"MT-CO3"
"9268",9268,"MT-CO3"
"9269",9269,"MT-CO3"
"9270",9270,"MT-CO3"
"9271",9271,"MT-CO3"
"9272",9272,"MT-CO3"
"9273",9273,"MT-CO3"
"9274",9274,"MT-CO3"
"9275",9275,"MT-CO3"
"9276",9276,"MT-CO3"
"9277",9277,"MT-CO3"
"9278",9278,"MT-CO3"
"9279",9279,"MT-CO3"
"9280",9280,"MT-CO3"
"9281",9281,"MT-CO3"
"9282",9282,"MT-CO3"
"9283",9283,"MT-CO3"
"9284",9284,"MT-CO3"
"9285",9285,"MT-CO3"
"9286",9286,"MT-CO3"
"9287",9287,"MT-CO3"
"9288",9288,"MT-CO3"
"9289",9289,"MT-CO3"
"9290",9290,"MT-CO3"
"9291",9291,"MT-CO3"
"9292",9292,"MT-CO3"
"9293",9293,"MT-CO3"
"9294",9294,"MT-CO3"
"9295",9295,"MT-CO3"
"9296",9296,"MT-CO3"
"9297",9297,"MT-CO3"
"9298",9298,"MT-CO3"
"9299",9299,"MT-CO3"
"9300",9300,"MT-CO3"
"9301",9301,"MT-CO3"
"9302",9302,"MT-CO3"
"9303",9303,"MT-CO3"
"9304",9304,"MT-CO3"
"9305",9305,"MT-CO3"
"9306",9306,"MT-CO3"
"9307",9307,"MT-CO3"
"9308",9308,"MT-CO3"
"9309",9309,"MT-CO3"
"9310",9310,"MT-CO3"
"9311",9311,"MT-CO3"
"9312",9312,"MT-CO3"
"9313",9313,"MT-CO3"
"9314",9314,"MT-CO3"
"9315",9315,"MT-CO3"
"9316",9316,"MT-CO3"
"9317",9317,"MT-CO3"
"9318",9318,"MT-CO3"
"9319",9319,"MT-CO3"
"9320",9320,"MT-CO3"
"9321",9321,"MT-CO3"
"9322",9322,"MT-CO3"
"9323",9323,"MT-CO3"
"9324",9324,"MT-CO3"
"9325",9325,"MT-CO3"
"9326",9326,"MT-CO3"
"9327",9327,"MT-CO3"
"9328",9328,"MT-CO3"
"9329",9329,"MT-CO3"
"9330",9330,"MT-CO3"
"9331",9331,"MT-CO3"
"9332",9332,"MT-CO3"
"9333",9333,"MT-CO3"
"9334",9334,"MT-CO3"
"9335",9335,"MT-CO3"
"9336",9336,"MT-CO3"
"9337",9337,"MT-CO3"
"9338",9338,"MT-CO3"
"9339",9339,"MT-CO3"
"9340",9340,"MT-CO3"
"9341",9341,"MT-CO3"
"9342",9342,"MT-CO3"
"9343",9343,"MT-CO3"
"9344",9344,"MT-CO3"
"9345",9345,"MT-CO3"
"9346",9346,"MT-CO3"
"9347",9347,"MT-CO3"
"9348",9348,"MT-CO3"
"9349",9349,"MT-CO3"
"9350",9350,"MT-CO3"
"9351",9351,"MT-CO3"
"9352",9352,"MT-CO3"
"9353",9353,"MT-CO3"
"9354",9354,"MT-CO3"
"9355",9355,"MT-CO3"
"9356",9356,"MT-CO3"
"9357",9357,"MT-CO3"
"9358",9358,"MT-CO3"
"9359",9359,"MT-CO3"
"9360",9360,"MT-CO3"
"9361",9361,"MT-CO3"
"9362",9362,"MT-CO3"
"9363",9363,"MT-CO3"
"9364",9364,"MT-CO3"
"9365",9365,"MT-CO3"
"9366",9366,"MT-CO3"
"9367",9367,"MT-CO3"
"9368",9368,"MT-CO3"
"9369",9369,"MT-CO3"
"9370",9370,"MT-CO3"
"9371",9371,"MT-CO3"
"9372",9372,"MT-CO3"
"9373",9373,"MT-CO3"
"9374",9374,"MT-CO3"
"9375",9375,"MT-CO3"
"9376",9376,"MT-CO3"
"9377",9377,"MT-CO3"
"9378",9378,"MT-CO3"
"9379",9379,"MT-CO3"
"9380",9380,"MT-CO3"
"9381",9381,"MT-CO3"
"9382",9382,"MT-CO3"
"9383",9383,"MT-CO3"
"9384",9384,"MT-CO3"
"9385",9385,"MT-CO3"
"9386",9386,"MT-CO3"
"9387",9387,"MT-CO3"
"9388",9388,"MT-CO3"
"9389",9389,"MT-CO3"
"9390",9390,"MT-CO3"
"9391",9391,"MT-CO3"
"9392",9392,"MT-CO3"
"9393",9393,"MT-CO3"
"9394",9394,"MT-CO3"
"9395",9395,"MT-CO3"
"9396",9396,"MT-CO3"
"9397",9397,"MT-CO3"
"9398",9398,"MT-CO3"
"9399",9399,"MT-CO3"
"9400",9400,"MT-CO3"
"9401",9401,"MT-CO3"
"9402",9402,"MT-CO3"
"9403",9403,"MT-CO3"
"9404",9404,"MT-CO3"
"9405",9405,"MT-CO3"
"9406",9406,"MT-CO3"
"9407",9407,"MT-CO3"
"9408",9408,"MT-CO3"
"9409",9409,"MT-CO3"
"9410",9410,"MT-CO3"
"9411",9411,"MT-CO3"
"9412",9412,"MT-CO3"
"9413",9413,"MT-CO3"
"9414",9414,"MT-CO3"
"9415",9415,"MT-CO3"
"9416",9416,"MT-CO3"
"9417",9417,"MT-CO3"
"9418",9418,"MT-CO3"
"9419",9419,"MT-CO3"
"9420",9420,"MT-CO3"
"9421",9421,"MT-CO3"
"9422",9422,"MT-CO3"
"9423",9423,"MT-CO3"
"9424",9424,"MT-CO3"
"9425",9425,"MT-CO3"
"9426",9426,"MT-CO3"
"9427",9427,"MT-CO3"
"9428",9428,"MT-CO3"
"9429",9429,"MT-CO3"
"9430",9430,"MT-CO3"
"9431",9431,"MT-CO3"
"9432",9432,"MT-CO3"
"9433",9433,"MT-CO3"
"9434",9434,"MT-CO3"
"9435",9435,"MT-CO3"
"9436",9436,"MT-CO3"
"9437",9437,"MT-CO3"
"9438",9438,"MT-CO3"
"9439",9439,"MT-CO3"
"9440",9440,"MT-CO3"
"9441",9441,"MT-CO3"
"9442",9442,"MT-CO3"
"9443",9443,"MT-CO3"
"9444",9444,"MT-CO3"
"9445",9445,"MT-CO3"
"9446",9446,"MT-CO3"
"9447",9447,"MT-CO3"
"9448",9448,"MT-CO3"
"9449",9449,"MT-CO3"
"9450",9450,"MT-CO3"
"9451",9451,"MT-CO3"
"9452",9452,"MT-CO3"
"9453",9453,"MT-CO3"
"9454",9454,"MT-CO3"
"9455",9455,"MT-CO3"
"9456",9456,"MT-CO3"
"9457",9457,"MT-CO3"
"9458",9458,"MT-CO3"
"9459",9459,"MT-CO3"
"9460",9460,"MT-CO3"
"9461",9461,"MT-CO3"
"9462",9462,"MT-CO3"
"9463",9463,"MT-CO3"
"9464",9464,"MT-CO3"
"9465",9465,"MT-CO3"
"9466",9466,"MT-CO3"
"9467",9467,"MT-CO3"
"9468",9468,"MT-CO3"
"9469",9469,"MT-CO3"
"9470",9470,"MT-CO3"
"9471",9471,"MT-CO3"
"9472",9472,"MT-CO3"
"9473",9473,"MT-CO3"
"9474",9474,"MT-CO3"
"9475",9475,"MT-CO3"
"9476",9476,"MT-CO3"
"9477",9477,"MT-CO3"
"9478",9478,"MT-CO3"
"9479",9479,"MT-CO3"
"9480",9480,"MT-CO3"
"9481",9481,"MT-CO3"
"9482",9482,"MT-CO3"
"9483",9483,"MT-CO3"
"9484",9484,"MT-CO3"
"9485",9485,"MT-CO3"
"9486",9486,"MT-CO3"
"9487",9487,"MT-CO3"
"9488",9488,"MT-CO3"
"9489",9489,"MT-CO3"
"9490",9490,"MT-CO3"
"9491",9491,"MT-CO3"
"9492",9492,"MT-CO3"
"9493",9493,"MT-CO3"
"9494",9494,"MT-CO3"
"9495",9495,"MT-CO3"
"9496",9496,"MT-CO3"
"9497",9497,"MT-CO3"
"9498",9498,"MT-CO3"
"9499",9499,"MT-CO3"
"9500",9500,"MT-CO3"
"9501",9501,"MT-CO3"
"9502",9502,"MT-CO3"
"9503",9503,"MT-CO3"
"9504",9504,"MT-CO3"
"9505",9505,"MT-CO3"
"9506",9506,"MT-CO3"
